Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Aktien-Anleihe;DE000LB2URN4;Continental;25.03.2022 00:00:00;98,30;98,50;9,12 %;6,18 %;7,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URH6;Commerzbank;25.03.2022 00:00:00;100,34;100,49;2,73 %;40,09 %;3,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URJ2;Commerzbank;25.03.2022 00:00:00;100,39;100,54;6,45 %;23,75 %;7,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URC7;BMW;25.03.2022 00:00:00;100,57;100,67;0,96 %;30,46 %;1,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URF0;BNP Paribas;25.03.2022 00:00:00;101,56;101,66;2,10 %;34,10 %;3,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR45;Bayer;25.03.2022 00:00:00;98,43;98,53;5,26 %;17,66 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR37;Bayer;25.03.2022 00:00:00;98,85;98,95;3,58 %;23,40 %;2,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR11;BASF;25.03.2022 00:00:00;100,31;100,41;4,64 %;13,13 %;5,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQW7;AXA;25.03.2022 00:00:00;102,24;102,34;2,30 %;25,08 %;4,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQU1;AXA;25.03.2022 00:00:00;101,32;101,42;0,95 %;34,44 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQS5;Allianz;25.03.2022 00:00:00;101,38;101,48;4,63 %;10,76 %;6,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQQ9;Allianz;25.03.2022 00:00:00;100,77;100,87;1,37 %;25,63 %;2,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQM8;Airbus;25.03.2022 00:00:00;101,65;101,75;2,36 %;30,04 %;4,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQJ4;adidas;25.03.2022 00:00:00;100,58;100,68;2,50 %;23,16 %;3,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VAD9;Linde;28.04.2023 00:00:00;100,29;100,39;3,81 %;10,37 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VAE7;Total;28.04.2023 00:00:00;101,17;101,27;3,28 %;30,18 %;3,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWU9;adidas;24.03.2023 00:00:00;99,77;99,87;3,32 %;19,74 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWT1;adidas;24.03.2023 00:00:00;99,80;99,90;2,35 %;26,57 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VA84;Vonovia;24.03.2023 00:00:00;99,60;99,80;3,81 %;11,92 %;3,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VA68;Volkswagen;24.03.2023 00:00:00;100,44;100,54;6,26 %;11,32 %;6,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2VA43;Volkswagen;24.03.2023 00:00:00;100,28;100,38;4,11 %;22,76 %;4,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2VA35;Volkswagen;24.03.2023 00:00:00;100,15;100,25;2,68 %;31,34 %;2,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2VA27;Unilever;24.03.2023 00:00:00;98,02;98,12;3,77 %;12,69 %;2,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZZ1;Telefonica;24.03.2023 00:00:00;98,58;98,78;3,63 %;34,21 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZW8;Siemens;24.03.2023 00:00:00;99,50;99,60;3,56 %;15,49 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZV0;Siemens;24.03.2023 00:00:00;99,53;99,63;2,39 %;23,17 %;2,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZQ0;RWE;24.03.2023 00:00:00;99,55;99,65;6,64 %;6,23 %;6,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZP2;RWE;24.03.2023 00:00:00;99,67;99,77;5,37 %;12,59 %;5,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZN7;RWE;24.03.2023 00:00:00;99,86;99,96;4,17 %;18,94 %;4,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZM9;RWE;24.03.2023 00:00:00;99,90;100,00;2,85 %;26,89 %;2,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZG1;Orange;24.03.2023 00:00:00;98,94;99,04;3,54 %;16,79 %;3,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZH9;Philips;24.03.2023 00:00:00;98,94;99,04;3,64 %;12,17 %;3,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZE6;Nokia;24.03.2023 00:00:00;100,14;100,34;4,13 %;25,52 %;4,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ86;MTU Aero Engines;24.03.2023 00:00:00;103,19;103,40;4,00 %;25,44 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ60;MTU Aero Engines;24.03.2023 00:00:00;101,89;102,09;1,66 %;44,68 %;2,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ78;MTU Aero Engines;24.03.2023 00:00:00;102,65;102,86;3,05 %;32,66 %;4,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ11;LANXESS;24.03.2023 00:00:00;100,03;100,23;2,99 %;23,69 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ03;K+S;24.03.2023 00:00:00;102,85;103,00;4,98 %;31,18 %;6,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYY7;ING;24.03.2023 00:00:00;101,22;101,32;2,39 %;38,95 %;3,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYM2;HeidelbergCement;24.03.2023 00:00:00;100,29;100,39;2,41 %;30,24 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYR1;HUGO BOSS;24.03.2023 00:00:00;103,45;103,66;1,29 %;39,16 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYT7;Iberdrola;24.03.2023 00:00:00;98,89;98,99;3,52 %;14,65 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYP5;Henkel;24.03.2023 00:00:00;99,06;99,16;2,22 %;15,21 %;1,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYK6;Fresenius M.C.;24.03.2023 00:00:00;99,02;99,12;3,45 %;16,95 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UYJ8;Fresenius M.C.;24.03.2023 00:00:00;99,17;99,27;2,37 %;23,82 %;2,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UYH2;Fresenius;24.03.2023 00:00:00;99,71;99,81;5,40 %;6,22 %;5,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UYE9;Fresenius;24.03.2023 00:00:00;99,91;100,01;2,15 %;25,08 %;2,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UYB5;E.ON;24.03.2023 00:00:00;99,15;99,25;2,28 %;23,26 %;1,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYC3;E.ON;24.03.2023 00:00:00;98,68;98,78;4,08 %;13,22 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UY95;Deutsche Wohnen;24.03.2023 00:00:00;98,92;99,12;2,55 %;18,41 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UY87;Deutsche Telekom;24.03.2023 00:00:00;100,74;100,84;3,57 %;11,06 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UY38;Deutsche Post;24.03.2023 00:00:00;99,46;99,56;3,33 %;18,31 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UY79;Deutsche Telekom;24.03.2023 00:00:00;100,63;100,73;2,53 %;16,72 %;2,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UY12;Deutsche Börse;24.03.2023 00:00:00;99,45;99,55;4,14 %;11,50 %;3,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UY20;Deutsche Post;24.03.2023 00:00:00;99,53;99,63;2,29 %;25,20 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UY04;Deutsche Börse;24.03.2023 00:00:00;99,49;99,59;3,01 %;18,88 %;2,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXV5;Daimler;24.03.2023 00:00:00;98,80;98,90;6,24 %;9,37 %;5,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXU7;Daimler;24.03.2023 00:00:00;98,90;99,00;4,98 %;16,92 %;4,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXN2;Continental;24.03.2023 00:00:00;99,81;100,01;6,00 %;10,45 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXM4;Continental;24.03.2023 00:00:00;99,67;99,87;4,62 %;18,98 %;4,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXL6;Continental;24.03.2023 00:00:00;99,66;99,86;3,37 %;27,51 %;3,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXF8;BMW;24.03.2023 00:00:00;100,00;100,10;2,70 %;23,50 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXE1;Beiersdorf;24.03.2023 00:00:00;98,66;98,76;3,13 %;9,96 %;2,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXD3;Bayer;24.03.2023 00:00:00;99,29;99,39;6,98 %;5,78 %;6,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXB7;Bayer;24.03.2023 00:00:00;99,55;99,65;3,83 %;22,25 %;3,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UX70;BASF;24.03.2023 00:00:00;100,81;100,91;2,99 %;20,37 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UX54;Banco Santander;24.03.2023 00:00:00;99,38;99,48;4,52 %;26,09 %;4,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UX62;BASF;24.03.2023 00:00:00;100,70;100,80;1,95 %;27,61 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UX47;AXA;24.03.2023 00:00:00;101,89;101,99;4,52 %;15,71 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWY1;Allianz;24.03.2023 00:00:00;100,35;100,45;2,87 %;20,67 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWX3;Allianz;24.03.2023 00:00:00;100,21;100,31;1,90 %;28,11 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWW5;Airbus;24.03.2023 00:00:00;101,76;101,86;3,06 %;30,04 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2VAF4;Total;28.04.2023 00:00:00;101,72;101,82;5,33 %;17,25 %;6,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VAC1;Linde;28.04.2023 00:00:00;100,34;100,44;2,64 %;17,64 %;2,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VAB3;Linde;28.04.2023 00:00:00;100,34;100,44;1,64 %;24,90 %;1,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VA76;Vonovia;24.03.2023 00:00:00;99,68;99,88;2,26 %;21,29 %;2,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VA01;Telefonica;24.03.2023 00:00:00;98,26;98,46;6,42 %;19,13 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZY4;Siemens;24.03.2023 00:00:00;99,42;99,52;5,66 %;3,96 %;5,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZT4;SAP;24.03.2023 00:00:00;98,54;98,64;4,61 %;9,83 %;3,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZU2;SAP;24.03.2023 00:00:00;98,47;98,57;5,96 %;3,04 %;5,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZR8;SAP;24.03.2023 00:00:00;99,00;99,10;2,46 %;22,44 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZL1;Royal Dutch Shell;24.03.2023 00:00:00;101,99;102,09;4,27 %;21,50 %;5,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZJ5;Porsche;24.03.2023 00:00:00;100,65;100,85;4,01 %;18,86 %;4,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZD8;MünchenerRück;24.03.2023 00:00:00;101,73;101,83;5,14 %;8,46 %;6,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZB2;MünchenerRück;24.03.2023 00:00:00;101,18;101,28;2,46 %;24,74 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZA4;MünchenerRück;24.03.2023 00:00:00;101,05;101,15;1,43 %;32,87 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ45;Merck;24.03.2023 00:00:00;99,34;99,44;2,28 %;19,35 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ29;LVMH;24.03.2023 00:00:00;99,30;99,40;2,71 %;21,04 %;2,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYW1;Infineon;24.03.2023 00:00:00;99,29;99,39;5,98 %;13,61 %;5,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYX9;Infineon;24.03.2023 00:00:00;99,16;99,26;7,65 %;4,57 %;7,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYF6;Fresenius;24.03.2023 00:00:00;99,85;99,95;3,08 %;18,98 %;3,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UYU5;Infineon;24.03.2023 00:00:00;99,51;99,61;2,30 %;36,48 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYN0;HeidelbergCement;24.03.2023 00:00:00;100,46;100,56;4,31 %;17,49 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYL4;Fresenius M.C.;24.03.2023 00:00:00;98,68;98,78;4,94 %;8,72 %;4,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UYD1;E.ON;24.03.2023 00:00:00;98,35;98,45;5,72 %;5,55 %;4,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UY61;Deutsche Telekom;24.03.2023 00:00:00;100,60;100,70;1,50 %;23,38 %;1,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UY46;Deutsche Post;24.03.2023 00:00:00;99,39;99,49;4,57 %;11,18 %;4,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXZ6;Deutsche Börse;24.03.2023 00:00:00;99,59;99,69;2,06 %;26,25 %;1,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXY9;Deutsche Bank;24.03.2023 00:00:00;102,63;102,78;5,15 %;21,96 %;6,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXR3;Covestro;24.03.2023 00:00:00;102,13;102,33;4,69 %;18,19 %;5,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXT9;Daimler;24.03.2023 00:00:00;98,92;99,02;3,86 %;24,47 %;3,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXP7;Covestro;24.03.2023 00:00:00;101,44;101,64;2,18 %;34,55 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXK8;Commerzbank;24.03.2023 00:00:00;101,24;101,39;5,52 %;22,84 %;6,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXG6;BMW;24.03.2023 00:00:00;99,98;100,08;3,76 %;16,55 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXA9;Bayer;24.03.2023 00:00:00;99,79;99,89;2,21 %;32,59 %;2,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UX96;BASF;24.03.2023 00:00:00;100,91;101,01;4,92 %;9,51 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UX13;ArcelorMittal;24.03.2023 00:00:00;101,26;101,36;5,39 %;27,52 %;6,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UX05;Allianz;24.03.2023 00:00:00;100,60;100,70;4,49 %;10,76 %;4,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UX39;AXA;24.03.2023 00:00:00;101,38;101,48;3,40 %;22,73 %;4,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VAA5;Carl Zeiss Meditec;28.04.2023 00:00:00;98,19;98,39;3,94 %;16,73 %;3,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VA19;Telefonica;24.03.2023 00:00:00;98,09;98,29;8,74 %;8,17 %;7,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZS6;SAP;24.03.2023 00:00:00;98,85;98,95;3,54 %;15,65 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZF3;Nokia;24.03.2023 00:00:00;99,86;100,06;6,22 %;15,09 %;6,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ94;MTU Aero Engines;24.03.2023 00:00:00;103,78;103,99;5,40 %;15,82 %;7,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYZ4;ING;24.03.2023 00:00:00;101,69;101,79;4,97 %;22,20 %;5,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYS9;HUGO BOSS;24.03.2023 00:00:00;104,57;104,78;2,69 %;28,92 %;5,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYA7;Deutsche Wohnen;24.03.2023 00:00:00;98,75;98,95;3,99 %;10,25 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXW3;Deutsche Bank;24.03.2023 00:00:00;101,92;102,07;3,05 %;37,76 %;4,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXS1;Daimler;24.03.2023 00:00:00;98,97;99,07;2,87 %;32,02 %;2,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UXJ0;Commerzbank;24.03.2023 00:00:00;100,89;101,04;3,47 %;36,46 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXC5;Bayer;24.03.2023 00:00:00;99,38;99,48;5,38 %;13,83 %;5,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UX21;AXA;24.03.2023 00:00:00;100,98;101,08;2,46 %;29,76 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWV7;adidas;24.03.2023 00:00:00;99,70;99,80;4,41 %;12,91 %;4,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2VA92;Wacker Chemie;24.03.2023 00:00:00;99,50;99,70;6,01 %;22,76 %;5,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2VA50;Volkswagen;24.03.2023 00:00:00;100,39;100,49;5,15 %;17,04 %;5,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZX6;Siemens;24.03.2023 00:00:00;99,49;99,59;4,21 %;11,65 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZK3;Royal Dutch Shell;24.03.2023 00:00:00;101,69;101,79;3,09 %;29,06 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UZC0;MünchenerRück;24.03.2023 00:00:00;101,48;101,58;3,69 %;16,60 %;4,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ52;Morphosys;24.03.2023 00:00:00;98,64;98,84;4,66 %;17,67 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UZ37;LVMH;24.03.2023 00:00:00;99,13;99,23;4,20 %;11,64 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYV3;Infineon;24.03.2023 00:00:00;99,42;99,52;4,45 %;22,36 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYQ3;HOCHTIEF;24.03.2023 00:00:00;100,14;100,34;2,98 %;24,30 %;3,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UYG4;Fresenius;24.03.2023 00:00:00;99,85;99,95;4,23 %;12,32 %;4,20 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UY53;Deutsche Post;24.03.2023 00:00:00;99,30;99,40;5,67 %;5,49 %;5,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXX1;Deutsche Bank;24.03.2023 00:00:00;102,32;102,47;4,27 %;28,19 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXQ5;Covestro;24.03.2023 00:00:00;101,75;101,95;3,36 %;26,37 %;4,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UXH4;BMW;24.03.2023 00:00:00;99,96;100,06;4,97 %;9,60 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UX88;BASF;24.03.2023 00:00:00;100,91;101,01;3,83 %;15,30 %;4,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UWZ8;Allianz;24.03.2023 00:00:00;100,48;100,58;4,05 %;13,24 %;4,35 %;EUR;;;ESG (nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CWP7;Telefonica;12.01.2029 00:00:00;98,84;100,34;0,96 %;;1,00 %;EUR;;;ESG (nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CWQ5;Volkswagen;12.01.2029 00:00:00;98,34;99,84;1,02 %;;1,00 %;EUR;;;Basic (nicht nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CWR3;Peugeot;12.01.2028 00:00:00;98,81;100,31;1,20 %;;1,25 %;EUR;;;Basic (nicht nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CWY9;Anglo American;12.01.2029 00:00:00;96,41;97,91;1,28 %;;1,00 %;EUR;;;ESG (nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CWX1;Südzucker;12.01.2028 00:00:00;98,64;100,14;1,08 %;;1,10 %;EUR;;;ESG (nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CW08;Volkswagen;14.01.2030 00:00:00;98,13;99,63;1,14 %;;1,10 %;EUR;;;Basic (nicht nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CWZ6;Telefonica;14.01.2030 00:00:00;98,54;100,04;1,15 %;;1,15 %;EUR;;;ESG (nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CXG4;ArcelorMittal;12.01.2027 00:00:00;97,78;99,03;1,27 %;;1,10 %;EUR;;;Basic (nicht nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CXH2;Südzucker;12.01.2028 00:00:00;98,83;100,33;1,10 %;;1,15 %;EUR;;;ESG (nachhaltig)
Bonitätsabhängige Schuldverschreibung;DE000LB2CXK6;Bayer;13.01.2031 00:00:00;98,45;99,95;1,01 %;;1,00 %;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNV5;Royal Dutch Shell;28.03.2025 00:00:00;17,06;17,15;0,21 %;50,58 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNT9;MünchenerRück;28.03.2025 00:00:00;242,91;244,14;2,96 %;41,01 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNM4;Deutsche Telekom;28.03.2025 00:00:00;14,99;15,07;6,26 %;31,05 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNR3;HeidelbergCement;28.03.2025 00:00:00;66,18;66,52;1,96 %;30,99 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNH4;Deutsche Post;28.03.2025 00:00:00;41,53;41,74;4,27 %;31,61 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LN16;AXA;28.03.2025 00:00:00;21,58;21,69;5,52 %;43,81 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LNF8;Daimler;28.03.2025 00:00:00;66,11;66,45;6,38 %;36,86 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LNC5;Covestro;28.03.2025 00:00:00;61,88;62,38;5,47 %;33,74 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LN32;BASF;28.03.2025 00:00:00;68,28;68,63;3,19 %;42,09 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LMX3;Allianz;28.03.2025 00:00:00;200,10;201,11;3,46 %;42,98 %;;EUR;;;ESG (nachhaltig)
Bonus-Zertifikat;DE000LB2LMV7;EURO STOXX 50®;28.03.2025 00:00:00;36,43;36,62;2,19 %;34,96 %;;EUR;;;Basic (nicht nachhaltig)
Bonus-Zertifikat;DE000LB2LP97;Total;28.04.2025 00:00:00;38,60;38,80;9,31 %;37,42 %;;EUR;;;ESG (nachhaltig)
