Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Aktien-Anleihe;DE000LB2UFT6;RWE;24.06.2022 00:00:00;97,26;97,36;6,36 %;7,88 %;4,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UFR0;Daimler;24.06.2022 00:00:00;99,63;99,73;3,94 %;21,93 %;3,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UFP4;Infineon;23.07.2021 00:00:00;100,28;100,38;4,82 %;16,06 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UFN9;Bechtle;23.07.2021 00:00:00;97,34;97,54;11,95 %;7,77 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UFS8;Deutsche Post;24.06.2022 00:00:00;97,68;97,78;4,96 %;10,94 %;3,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UFQ2;BASF;24.06.2022 00:00:00;99,33;99,43;4,23 %;16,15 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UFU4;SAP;24.06.2022 00:00:00;96,93;97,03;5,12 %;9,59 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK67;Fraport;26.08.2022 00:00:00;101,66;101,86;2,27 %;34,99 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJL5;Deutsche Lufthansa;26.08.2022 00:00:00;104,59;104,69;4,34 %;36,91 %;7,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UGZ1;Airbus;26.08.2022 00:00:00;102,23;102,33;7,03 %;12,32 %;8,70 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJM3;Deutsche Lufthansa;26.08.2022 00:00:00;105,71;105,82;6,21 %;26,74 %;10,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJ45;Danone;26.08.2022 00:00:00;100,24;100,44;2,45 %;17,52 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJN1;Deutsche Post;26.08.2022 00:00:00;97,92;98,02;4,41 %;14,76 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMJ3;Volkswagen;26.08.2022 00:00:00;101,87;101,97;5,26 %;19,08 %;6,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULK3;Porsche;26.08.2022 00:00:00;102,77;102,98;3,37 %;22,79 %;5,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMA2;Total;26.08.2022 00:00:00;101,00;101,10;4,58 %;21,89 %;5,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM32;Siemens Healthineers;26.08.2022 00:00:00;101,12;101,32;2,84 %;7,27 %;3,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UM16;Siemens;26.08.2022 00:00:00;98,82;98,92;5,75 %;6,24 %;4,95 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULU2;SAP;26.08.2022 00:00:00;98,35;98,45;3,54 %;16,72 %;2,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULT4;Sanofi;26.08.2022 00:00:00;95,68;95,78;7,22 %;1,37 %;4,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULR8;RWE;26.08.2022 00:00:00;91,95;92,05;8,97 %;-5,30 %;6,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULL1;ProSiebenSat.1 Media;26.08.2022 00:00:00;101,36;101,56;1,33 %;50,82 %;2,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULG1;Orange;26.08.2022 00:00:00;99,47;99,57;3,21 %;17,72 %;2,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULD8;MünchenerRück;26.08.2022 00:00:00;101,34;101,44;4,74 %;13,58 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL90;Morphosys;26.08.2022 00:00:00;93,27;93,47;8,96 %;4,08 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL33;Linde;26.08.2022 00:00:00;99,33;99,43;5,07 %;6,95 %;4,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKX8;K+S;26.08.2022 00:00:00;96,82;96,97;6,26 %;28,56 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKY6;K+S;26.08.2022 00:00:00;96,14;96,29;9,79 %;12,32 %;6,95 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKV2;Infineon;26.08.2022 00:00:00;100,92;101,02;6,43 %;12,50 %;7,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKP4;HOCHTIEF;26.08.2022 00:00:00;95,14;95,34;7,92 %;5,21 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKL3;HeidelbergCement;26.08.2022 00:00:00;99,18;99,28;7,26 %;6,08 %;6,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK91;Freenet;26.08.2022 00:00:00;98,51;98,61;6,28 %;14,29 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK75;Fraport;26.08.2022 00:00:00;102,62;102,83;3,91 %;25,43 %;5,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJU6;Deutsche Telekom;26.08.2022 00:00:00;99,93;100,03;5,09 %;6,85 %;5,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJC4;Deutsche Bank;26.08.2022 00:00:00;101,52;101,67;2,50 %;41,26 %;3,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHP0;BMW;26.08.2022 00:00:00;100,16;100,26;5,93 %;9,09 %;6,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHM7;BMW;26.08.2022 00:00:00;100,07;100,17;2,24 %;26,57 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHF1;Bayer;26.08.2022 00:00:00;96,89;96,99;10,70 %;0,24 %;8,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH88;BASF;26.08.2022 00:00:00;99,86;99,96;2,33 %;26,18 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH62;AXA;26.08.2022 00:00:00;101,46;101,56;3,96 %;23,17 %;5,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH05;Allianz;26.08.2022 00:00:00;100,43;100,53;1,89 %;27,43 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGW8;Air Liquide;26.08.2022 00:00:00;97,38;97,48;4,04 %;8,51 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULW8;SAP;26.08.2022 00:00:00;97,80;97,90;6,04 %;6,92 %;4,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJH3;Deutsche Börse;26.08.2022 00:00:00;100,01;100,11;4,38 %;11,67 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMV8;Royal Dutch Shell;23.09.2022 00:00:00;101,43;101,53;2,74 %;29,08 %;3,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMR6;ING;23.09.2022 00:00:00;103,05;103,15;2,47 %;37,97 %;4,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMQ8;Zalando;26.08.2022 00:00:00;92,67;92,87;11,05 %;5,90 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMH7;Volkswagen;26.08.2022 00:00:00;101,61;101,71;3,90 %;24,86 %;5,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULZ1;Siemens;26.08.2022 00:00:00;98,98;99,08;3,05 %;17,96 %;2,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULY4;Siemens;26.08.2022 00:00:00;99,09;99,19;2,31 %;21,86 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULS6;Sanofi;26.08.2022 00:00:00;96,57;96,67;5,04 %;7,94 %;2,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULQ0;RWE;26.08.2022 00:00:00;92,99;93,09;10,34 %;1,08 %;5,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULH9;Philips;26.08.2022 00:00:00;99,11;99,21;3,71 %;13,14 %;3,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULE6;MünchenerRück;26.08.2022 00:00:00;101,49;101,59;6,32 %;7,41 %;7,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULB2;MünchenerRück;26.08.2022 00:00:00;100,84;100,94;1,61 %;30,04 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL74;LVMH;26.08.2022 00:00:00;100,20;100,30;3,85 %;14,27 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL09;LANXESS;26.08.2022 00:00:00;97,09;97,29;6,39 %;9,49 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKT6;Infineon;26.08.2022 00:00:00;100,73;100,83;2,78 %;29,17 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKK5;HeidelbergCement;26.08.2022 00:00:00;99,35;99,45;5,31 %;13,71 %;4,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKJ7;HeidelbergCement;26.08.2022 00:00:00;99,54;99,64;3,16 %;23,64 %;2,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKA6;Fresenius;26.08.2022 00:00:00;98,53;98,63;3,26 %;18,17 %;2,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UK00;E.ON;26.08.2022 00:00:00;97,54;97,64;7,15 %;5,33 %;5,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJX0;Deutsche Wohnen;26.08.2022 00:00:00;96,18;96,38;6,40 %;3,47 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJG5;Deutsche Börse;26.08.2022 00:00:00;100,03;100,13;3,22 %;17,19 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ11;Daimler;26.08.2022 00:00:00;101,95;102,05;2,58 %;32,08 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJ03;Daimler;26.08.2022 00:00:00;101,40;101,50;1,57 %;39,62 %;2,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHR6;Carl Zeiss Meditec;26.08.2022 00:00:00;93,67;93,87;7,90 %;3,46 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHQ8;Carl Zeiss Meditec;26.08.2022 00:00:00;94,46;94,66;5,71 %;11,50 %;1,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHK1;Beiersdorf;26.08.2022 00:00:00;95,47;95,57;5,52 %;-1,34 %;3,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHD6;Bayer;26.08.2022 00:00:00;97,87;97,97;6,29 %;15,20 %;4,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHG9;Bechtle;26.08.2022 00:00:00;94,80;95,00;7,13 %;10,43 %;3,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH70;AXA;26.08.2022 00:00:00;101,88;101,98;5,55 %;15,97 %;6,95 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH13;Allianz;26.08.2022 00:00:00;100,66;100,76;3,67 %;17,42 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ29;Daimler;26.08.2022 00:00:00;102,70;102,80;3,79 %;24,53 %;5,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMN5;Wacker Chemie;26.08.2022 00:00:00;93,46;93,66;10,30 %;8,88 %;5,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMB0;Total;26.08.2022 00:00:00;101,24;101,34;6,40 %;14,07 %;7,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJV4;Deutsche Telekom;26.08.2022 00:00:00;99,67;99,77;7,30 %;0,20 %;7,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH47;Anheuser-Busch InBev;26.08.2022 00:00:00;94,59;94,79;7,61 %;5,34 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMT2;Nokia;23.09.2022 00:00:00;97,76;97,96;4,39 %;24,46 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMK1;Vonovia;26.08.2022 00:00:00;98,72;98,92;2,55 %;19,42 %;1,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM99;Total;26.08.2022 00:00:00;100,84;100,94;3,05 %;29,70 %;3,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM24;Siemens Healthineers;26.08.2022 00:00:00;100,85;101,05;1,38 %;13,81 %;2,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UL41;Linde;26.08.2022 00:00:00;99,15;99,25;6,42 %;2,06 %;5,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKW0;Infineon;26.08.2022 00:00:00;100,94;101,04;8,57 %;4,17 %;9,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKN9;Henkel;26.08.2022 00:00:00;95,62;95,72;6,07 %;-0,51 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKD0;Fresenius;26.08.2022 00:00:00;96,39;96,49;7,23 %;-2,99 %;6,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJW2;Deutsche Wohnen;26.08.2022 00:00:00;96,44;96,64;4,70 %;9,63 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ94;Delivery Hero;26.08.2022 00:00:00;91,67;91,87;9,22 %;24,31 %;3,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHV8;Continental;26.08.2022 00:00:00;99,70;99,90;4,73 %;20,10 %;4,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHL9;Bilfinger;26.08.2022 00:00:00;100,31;100,51;5,10 %;22,03 %;5,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHB0;BASF;26.08.2022 00:00:00;99,86;99,96;7,71 %;4,03 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH39;Allianz;26.08.2022 00:00:00;100,88;100,98;6,81 %;4,90 %;7,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMM7;Wacker Chemie;26.08.2022 00:00:00;95,03;95,23;6,64 %;23,76 %;3,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UME4;Vinci;26.08.2022 00:00:00;101,25;101,45;2,94 %;24,35 %;3,95 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULM9;ProSiebenSat.1 Media;26.08.2022 00:00:00;101,63;101,83;3,13 %;39,63 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULF3;OMV;26.08.2022 00:00:00;102,18;102,38;2,80 %;25,95 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKM1;Henkel;26.08.2022 00:00:00;96,05;96,15;5,32 %;3,16 %;2,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKE8;Fresenius M.C.;26.08.2022 00:00:00;92,51;92,61;7,34 %;4,11 %;1,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJQ4;Deutsche Post;26.08.2022 00:00:00;97,05;97,15;7,78 %;2,58 %;5,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJA8;Delivery Hero;26.08.2022 00:00:00;88,24;88,44;15,34 %;0,66 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHX4;Covestro;26.08.2022 00:00:00;101,05;101,25;2,04 %;33,29 %;2,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHS4;Commerzbank;26.08.2022 00:00:00;98,27;98,42;5,91 %;24,49 %;4,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHE4;Bayer;26.08.2022 00:00:00;97,52;97,62;7,68 %;10,22 %;5,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UGU2;adidas;26.08.2022 00:00:00;99,95;100,05;3,32 %;20,39 %;3,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMS4;ING;23.09.2022 00:00:00;104,17;104,27;4,67 %;25,79 %;7,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMF1;Vivendi;26.08.2022 00:00:00;104,44;104,54;-0,20 %;22,67 %;2,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM73;thyssenkrupp;26.08.2022 00:00:00;100,47;100,57;6,31 %;37,25 %;6,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM65;Telefonica;26.08.2022 00:00:00;98,13;98,33;8,38 %;11,98 %;7,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULX6;SAP;26.08.2022 00:00:00;97,58;97,68;7,48 %;2,02 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULJ5;Porsche;26.08.2022 00:00:00;102,05;102,25;1,90 %;29,95 %;3,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UL82;Merck;26.08.2022 00:00:00;97,53;97,63;4,08 %;10,81 %;2,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL66;LVMH;26.08.2022 00:00:00;100,15;100,25;2,33 %;21,89 %;2,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKZ3;LANXESS;26.08.2022 00:00:00;98,03;98,23;3,91 %;20,09 %;2,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKR0;HUGO BOSS;26.08.2022 00:00:00;103,01;103,22;3,55 %;23,42 %;5,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKS8;Iberdrola;26.08.2022 00:00:00;93,50;93,60;7,48 %;0,97 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKQ2;HUGO BOSS;26.08.2022 00:00:00;102,21;102,41;1,75 %;32,99 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKU4;Infineon;26.08.2022 00:00:00;100,86;100,96;4,48 %;20,83 %;5,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKH1;Hannover Rück;26.08.2022 00:00:00;100,71;100,91;3,37 %;18,03 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UKG3;Fresenius M.C.;26.08.2022 00:00:00;89,14;89,24;4,82 %;-13,32 %;4,95 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UKC2;Fresenius;26.08.2022 00:00:00;96,98;97,08;7,42 %;2,65 %;5,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UKB4;Fresenius;26.08.2022 00:00:00;97,84;97,94;4,98 %;11,12 %;3,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UKF5;Fresenius M.C.;26.08.2022 00:00:00;90,76;90,86;7,10 %;-4,60 %;3,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UK83;Freenet;26.08.2022 00:00:00;99,23;99,33;3,48 %;23,88 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK26;Eni;26.08.2022 00:00:00;102,82;102,92;2,97 %;25,24 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJZ5;E.ON;26.08.2022 00:00:00;97,93;98,03;5,33 %;11,24 %;3,90 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UK18;Enel;26.08.2022 00:00:00;96,73;96,83;6,11 %;8,19 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJY8;E.ON;26.08.2022 00:00:00;98,43;98,53;3,28 %;18,93 %;2,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJT8;Deutsche Telekom;26.08.2022 00:00:00;100,10;100,20;3,22 %;13,51 %;3,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJS0;Deutsche Telekom;26.08.2022 00:00:00;100,20;100,30;2,05 %;18,50 %;2,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJR2;Deutsche Post;26.08.2022 00:00:00;96,69;96,79;7,40 %;-3,51 %;7,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJK7;Deutsche Lufthansa;26.08.2022 00:00:00;102,90;103,00;2,18 %;51,16 %;4,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UJJ9;Deutsche Börse;26.08.2022 00:00:00;99,97;100,07;5,72 %;6,15 %;5,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJE0;Deutsche Bank;26.08.2022 00:00:00;102,98;103,13;5,91 %;19,72 %;8,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJD2;Deutsche Bank;26.08.2022 00:00:00;102,30;102,45;4,28 %;29,02 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJF7;Deutsche Börse;26.08.2022 00:00:00;100,03;100,13;2,21 %;22,71 %;2,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJB6;Delivery Hero;26.08.2022 00:00:00;86,59;86,79;10,37 %;-13,53 %;8,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHW6;Continental;26.08.2022 00:00:00;99,70;99,90;6,55 %;11,69 %;6,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHZ9;Covestro;26.08.2022 00:00:00;101,52;101,72;5,53 %;16,61 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHY2;Covestro;26.08.2022 00:00:00;101,24;101,44;3,65 %;24,95 %;4,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHU0;Continental;26.08.2022 00:00:00;99,72;99,92;2,46 %;32,72 %;2,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHT2;Commerzbank;26.08.2022 00:00:00;97,54;97,69;9,53 %;8,84 %;7,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHN5;BMW;26.08.2022 00:00:00;100,09;100,19;3,67 %;18,88 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHJ3;Beiersdorf;26.08.2022 00:00:00;96,24;96,34;4,66 %;4,76 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHH7;Bechtle;26.08.2022 00:00:00;93,27;93,47;9,00 %;-2,37 %;5,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UHC8;Bayer;26.08.2022 00:00:00;98,23;98,33;5,01 %;20,19 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH96;BASF;26.08.2022 00:00:00;99,93;100,03;3,79 %;18,80 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJ37;Daimler;26.08.2022 00:00:00;103,36;103,46;5,24 %;16,98 %;7,70 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UH54;AXA;26.08.2022 00:00:00;101,01;101,11;2,68 %;30,37 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UH21;Allianz;26.08.2022 00:00:00;100,77;100,87;5,44 %;9,91 %;6,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGX6;Airbus;26.08.2022 00:00:00;101,54;101,64;2,66 %;32,95 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UGV0;adidas;26.08.2022 00:00:00;99,95;100,05;5,18 %;11,73 %;5,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGT4;adidas;26.08.2022 00:00:00;99,93;100,03;2,08 %;27,31 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMD6;United Internet;26.08.2022 00:00:00;98,30;98,50;4,98 %;13,65 %;3,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMC8;United Internet;26.08.2022 00:00:00;98,65;98,85;3,26 %;21,88 %;2,45 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UM57;Telefonica;26.08.2022 00:00:00;98,79;98,99;4,93 %;24,76 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULP2;RWE;26.08.2022 00:00:00;94,34;94,44;7,72 %;9,06 %;3,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2ULC0;MünchenerRück;26.08.2022 00:00:00;101,09;101,19;2,98 %;21,81 %;3,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UJP6;Deutsche Post;26.08.2022 00:00:00;97,51;97,61;5,99 %;8,67 %;4,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UHA2;BASF;26.08.2022 00:00:00;99,86;99,96;5,60 %;11,41 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGY4;Airbus;26.08.2022 00:00:00;101,93;102,03;4,67 %;22,63 %;6,10 %;EUR;;;Basic (nicht nachhaltig)
