Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit,,,,,,
Aktien-Anleihe;DE000LB2UMW6;Royal Dutch Shell;23.09.2022 00:00:00;101,93;102,03;5,24 %;16,56 %;6,60 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UMU0;Nokia;23.09.2022 00:00:00;97,53;97,73;7,12 %;13,52 %;5,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMP0;Zalando;26.08.2022 00:00:00;94,92;95,12;6,38 %;25,97 %;2,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UML9;Vonovia;26.08.2022 00:00:00;99,04;99,24;3,95 %;12,57 %;3,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMG9;Volkswagen;26.08.2022 00:00:00;101,92;102,02;1,66 %;35,21 %;3,05 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UM81;thyssenkrupp;26.08.2022 00:00:00;101,57;101,67;8,22 %;28,57 %;9,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM40;Südzucker;26.08.2022 00:00:00;101,76;101,86;2,47 %;23,02 %;3,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM08;Siemens;26.08.2022 00:00:00;99,78;99,88;3,55 %;14,37 %;3,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULV0;SAP;26.08.2022 00:00:00;99,04;99,14;4,03 %;13,74 %;3,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULN7;ProSiebenSat.1 Media;26.08.2022 00:00:00;103,29;103,50;4,29 %;33,02 %;6,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULA4;MTU Aero Engines;26.08.2022 00:00:00;100,02;100,22;4,46 %;25,44 %;4,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL58;L'Oreal;26.08.2022 00:00:00;100,40;100,50;2,26 %;15,88 %;2,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL25;Linde;26.08.2022 00:00:00;100,70;100,80;3,05 %;14,12 %;3,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL17;Linde;26.08.2022 00:00:00;100,64;100,74;2,09 %;18,89 %;2,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQK2;adidas;25.03.2022 00:00:00;100,50;100,60;4,40 %;15,81 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USV5;HOCHTIEF;25.03.2022 00:00:00;98,40;98,60;4,13 %;20,95 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQX5;AXA;25.03.2022 00:00:00;103,00;103,10;2,98 %;20,99 %;6,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2US28;Deutsche Post;25.03.2022 00:00:00;100,00;100,10;1,66 %;23,49 %;1,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2US85;Deutsche Wohnen;25.03.2022 00:00:00;98,06;98,26;4,72 %;10,26 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT35;Infineon;25.03.2022 00:00:00;100,98;101,08;7,09 %;13,35 %;8,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUW9;Carl Zeiss Meditec;25.04.2022 00:00:00;97,98;98,18;7,49 %;4,84 %;5,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUX7;Linde;25.04.2022 00:00:00;99,91;100,01;1,59 %;21,28 %;1,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUL2;Südzucker;25.03.2022 00:00:00;101,12;101,22;3,01 %;19,25 %;4,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUH0;Societe Generale;25.03.2022 00:00:00;103,60;103,70;1,46 %;40,49 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU65;Royal Dutch Shell;25.03.2022 00:00:00;102,48;102,58;5,80 %;14,71 %;8,40 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTZ4;Porsche;25.03.2022 00:00:00;103,69;103,90;1,27 %;28,24 %;5,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTW1;Philips;25.03.2022 00:00:00;99,39;99,49;2,55 %;17,16 %;2,05 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTU5;Orange;25.03.2022 00:00:00;100,28;100,38;2,23 %;17,83 %;2,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTR1;Nokia;25.03.2022 00:00:00;99,64;99,84;10,13 %;7,52 %;10,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTL4;MünchenerRück;25.03.2022 00:00:00;101,18;101,28;0,54 %;31,78 %;1,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTK6;Morphosys;25.03.2022 00:00:00;95,88;96,08;11,41 %;1,46 %;7,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTH2;Morphosys;25.03.2022 00:00:00;97,40;97,60;5,44 %;18,85 %;3,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTE9;LVMH;25.03.2022 00:00:00;100,01;100,11;4,69 %;11,18 %;4,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTA7;LANXESS;25.03.2022 00:00:00;100,81;101,01;1,63 %;28,91 %;2,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT43;ING;25.03.2022 00:00:00;102,49;102,59;-0,09 %;48,19 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USP7;Hannover Rück;25.03.2022 00:00:00;101,64;101,84;2,91 %;17,92 %;4,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USK8;Fresenius M.C.;25.03.2022 00:00:00;100,81;100,91;0,93 %;26,67 %;1,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UR86;Bechtle;25.03.2022 00:00:00;97,46;97,66;8,39 %;8,75 %;6,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UQR7;Allianz;25.03.2022 00:00:00;101,83;101,93;2,14 %;19,79 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUP3;Volkswagen;25.03.2022 00:00:00;102,35;102,45;2,77 %;26,76 %;5,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UUE7;Siemens;25.03.2022 00:00:00;99,68;99,78;3,47 %;15,90 %;3,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU73;RWE;25.03.2022 00:00:00;99,29;99,39;2,95 %;24,94 %;2,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UU57;Royal Dutch Shell;25.03.2022 00:00:00;101,92;102,02;3,38 %;23,53 %;5,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTP5;Nokia;25.03.2022 00:00:00;100,57;100,77;3,30 %;25,42 %;4,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USW3;HOCHTIEF;25.03.2022 00:00:00;97,53;97,73;7,30 %;10,84 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USM4;Fresenius M.C.;25.03.2022 00:00:00;101,25;101,35;3,68 %;14,73 %;5,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2USL6;Fresenius M.C.;25.03.2022 00:00:00;101,03;101,13;2,16 %;20,70 %;3,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2US93;E.ON;25.03.2022 00:00:00;99,89;99,99;2,01 %;20,24 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URX3;Deutsche Bank;25.03.2022 00:00:00;103,40;103,55;2,17 %;38,10 %;5,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URD5;BMW;25.03.2022 00:00:00;101,07;101,17;1,88 %;24,33 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQY3;Banco Santander;25.03.2022 00:00:00;100,19;100,29;3,72 %;30,08 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UQT3;ArcelorMittal;25.03.2022 00:00:00;101,44;101,54;3,98 %;32,34 %;5,50 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UUC1;SAP;25.03.2022 00:00:00;97,98;98,08;7,54 %;4,16 %;5,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UV15;Telefonica;25.04.2022 00:00:00;99,21;99,41;5,78 %;19,90 %;5,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UV23;Telefonica;25.04.2022 00:00:00;99,00;99,20;8,36 %;11,76 %;7,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUU3;Carl Zeiss Meditec;25.04.2022 00:00:00;98,95;99,15;2,92 %;20,70 %;2,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUS7;Vonovia;25.03.2022 00:00:00;99,26;99,46;4,13 %;11,09 %;3,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUM0;Unilever;25.03.2022 00:00:00;99,75;99,85;2,40 %;16,19 %;2,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UU81;RWE;25.03.2022 00:00:00;98,27;98,37;6,38 %;13,77 %;4,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UT84;K+S;25.03.2022 00:00:00;99,11;99,26;8,09 %;21,86 %;7,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTT7;OMV;25.03.2022 00:00:00;102,99;103,20;2,89 %;23,68 %;6,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UV07;Telefonica;25.04.2022 00:00:00;99,54;99,74;2,23 %;34,84 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU08;Porsche;25.03.2022 00:00:00;104,87;105,08;2,86 %;21,07 %;7,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTM2;MünchenerRück;25.03.2022 00:00:00;101,70;101,80;1,77 %;23,76 %;3,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTG4;Merck;25.03.2022 00:00:00;98,90;99,00;4,84 %;8,19 %;3,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTD1;LVMH;25.03.2022 00:00:00;100,03;100,13;3,17 %;16,73 %;3,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT68;ING;25.03.2022 00:00:00;105,01;105,12;3,06 %;28,96 %;8,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USY9;HUGO BOSS;25.03.2022 00:00:00;102,74;102,95;0,70 %;34,82 %;3,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USQ5;HeidelbergCement;25.03.2022 00:00:00;101,68;101,78;1,05 %;34,00 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USH4;Fresenius;25.03.2022 00:00:00;101,36;101,46;2,73 %;17,87 %;4,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2USC5;Enel;25.03.2022 00:00:00;98,33;98,43;4,86 %;14,42 %;3,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USB7;E.ON;25.03.2022 00:00:00;99,45;99,55;5,69 %;7,93 %;5,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2US77;Deutsche Telekom;25.03.2022 00:00:00;100,49;100,59;4,07 %;8,21 %;4,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2US36;Deutsche Post;25.03.2022 00:00:00;100,01;100,11;3,29 %;16,43 %;3,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URY1;Deutsche Bank;25.03.2022 00:00:00;104,34;104,49;3,46 %;30,48 %;7,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URU9;Daimler;25.03.2022 00:00:00;100,79;100,89;6,24 %;12,22 %;7,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URL8;Continental;25.03.2022 00:00:00;99,16;99,36;3,98 %;23,66 %;3,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URG8;Carrefour;25.03.2022 00:00:00;99,38;99,58;4,41 %;14,63 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UR78;Bechtle;25.03.2022 00:00:00;98,05;98,25;5,54 %;18,19 %;3,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UR03;BASF;25.03.2022 00:00:00;100,46;100,56;2,46 %;20,89 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQN6;Airbus;25.03.2022 00:00:00;101,00;101,10;5,69 %;19,44 %;6,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UQL0;adidas;25.03.2022 00:00:00;100,47;100,57;5,92 %;10,65 %;6,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUV1;Carl Zeiss Meditec;25.04.2022 00:00:00;98,51;98,71;5,18 %;11,97 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UV56;Total;25.04.2022 00:00:00;102,62;102,72;3,86 %;22,75 %;6,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UV31;Total;25.04.2022 00:00:00;101,75;101,85;1,36 %;35,63 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUZ2;Linde;25.04.2022 00:00:00;99,62;99,72;4,60 %;9,35 %;4,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUT5;Wacker Chemie;25.03.2022 00:00:00;97,18;97,38;6,64 %;23,11 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UUR9;Vonovia;25.03.2022 00:00:00;99,48;99,68;2,66 %;16,29 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUN8;Vinci;25.03.2022 00:00:00;100,38;100,58;4,42 %;18,59 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUK4;Südzucker;25.03.2022 00:00:00;100,60;100,70;1,68 %;26,04 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUF4;Siemens;25.03.2022 00:00:00;99,52;99,62;5,82 %;8,26 %;5,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUA5;Sanofi;25.03.2022 00:00:00;98,63;98,73;3,14 %;12,43 %;1,90 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UUB3;SAP;25.03.2022 00:00:00;98,68;98,78;3,29 %;16,62 %;2,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU99;RWE;25.03.2022 00:00:00;97,15;97,25;10,24 %;4,18 %;7,40 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UT92;K+S;25.03.2022 00:00:00;98,89;99,04;10,96 %;11,96 %;10,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU24;ProSiebenSat.1 Media;25.03.2022 00:00:00;101,49;101,69;3,79 %;33,02 %;5,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU16;ProSiebenSat.1 Media;25.03.2022 00:00:00;100,70;100,90;1,49 %;45,30 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTY7;Porsche;25.03.2022 00:00:00;102,39;102,60;0,10 %;35,42 %;2,55 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTS9;OMV;25.03.2022 00:00:00;101,93;102,13;0,97 %;34,76 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTQ3;Nokia;25.03.2022 00:00:00;100,08;100,28;6,46 %;16,47 %;6,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTN0;MünchenerRück;25.03.2022 00:00:00;102,05;102,15;2,57 %;19,74 %;4,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTJ8;Morphosys;25.03.2022 00:00:00;96,66;96,86;8,21 %;10,16 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTB5;LANXESS;25.03.2022 00:00:00;101,03;101,23;3,25 %;21,01 %;4,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT50;ING;25.03.2022 00:00:00;103,79;103,89;1,43 %;37,51 %;5,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT27;Infineon;25.03.2022 00:00:00;101,09;101,19;4,32 %;21,79 %;5,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT19;Infineon;25.03.2022 00:00:00;100,92;101,02;2,27 %;30,17 %;3,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT01;HUGO BOSS;25.03.2022 00:00:00;104,07;104,28;3,46 %;22,41 %;7,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USZ6;HUGO BOSS;25.03.2022 00:00:00;103,43;103,64;1,95 %;28,62 %;5,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USS1;HeidelbergCement;25.03.2022 00:00:00;102,93;103,03;3,87 %;19,33 %;6,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USR3;HeidelbergCement;25.03.2022 00:00:00;102,29;102,39;2,29 %;26,66 %;4,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USJ0;Fresenius;25.03.2022 00:00:00;101,49;101,59;4,28 %;12,31 %;5,85 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2USD3;Freenet;25.03.2022 00:00:00;100,10;100,20;1,56 %;24,08 %;1,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2US69;Deutsche Telekom;25.03.2022 00:00:00;100,54;100,64;2,48 %;13,22 %;3,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2US10;Deutsche Börse;25.03.2022 00:00:00;99,90;100,00;5,69 %;7,75 %;5,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URS3;Daimler;25.03.2022 00:00:00;100,37;100,47;2,75 %;26,85 %;3,20 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URT1;Daimler;25.03.2022 00:00:00;100,60;100,70;4,31 %;19,53 %;5,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URM6;Continental;25.03.2022 00:00:00;98,91;99,11;6,19 %;15,18 %;5,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URK0;Commerzbank;25.03.2022 00:00:00;100,21;100,36;9,59 %;12,85 %;10,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URB9;Bilfinger;25.03.2022 00:00:00;98,31;98,51;4,57 %;25,20 %;3,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URA1;Beiersdorf;25.03.2022 00:00:00;96,86;96,96;6,05 %;2,31 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UR94;Beiersdorf;25.03.2022 00:00:00;97,44;97,54;4,28 %;7,08 %;1,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URE3;BMW;25.03.2022 00:00:00;101,37;101,47;3,36 %;17,45 %;4,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UR60;Bayer;25.03.2022 00:00:00;96,83;96,93;11,96 %;0,21 %;8,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UR52;Bayer;25.03.2022 00:00:00;97,63;97,73;8,06 %;9,81 %;5,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UR29;BASF;25.03.2022 00:00:00;100,89;100,99;6,59 %;6,50 %;7,60 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQZ0;BASF;25.03.2022 00:00:00;100,36;100,46;1,61 %;25,20 %;2,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQV9;AXA;25.03.2022 00:00:00;101,86;101,96;1,42 %;30,28 %;3,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UQP1;Airbus;25.03.2022 00:00:00;101,18;101,28;7,48 %;13,39 %;8,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UQH8;adidas;25.03.2022 00:00:00;100,37;100,47;1,30 %;29,55 %;1,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UV49;Total;25.04.2022 00:00:00;102,04;102,14;2,48 %;29,19 %;4,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUY5;Linde;25.04.2022 00:00:00;99,80;99,90;3,24 %;14,12 %;3,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUQ1;Volkswagen;25.03.2022 00:00:00;102,99;103,09;4,54 %;20,00 %;7,60 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UUJ6;Societe Generale;25.03.2022 00:00:00;104,91;105,02;3,29 %;29,85 %;8,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UUG2;Siemens Healthineers;25.03.2022 00:00:00;98,38;98,58;3,59 %;7,11 %;2,20 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UUD9;Siemens;25.03.2022 00:00:00;99,91;100,01;1,99 %;22,02 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UU40;Royal Dutch Shell;25.03.2022 00:00:00;101,48;101,58;1,49 %;32,35 %;3,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UU32;ProSiebenSat.1 Media;25.03.2022 00:00:00;102,21;102,41;5,82 %;24,64 %;8,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTX9;Philips;25.03.2022 00:00:00;99,27;99,37;4,12 %;11,24 %;3,50 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UTV3;Orange;25.03.2022 00:00:00;100,15;100,25;4,15 %;11,59 %;4,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTF6;Merck;25.03.2022 00:00:00;99,18;99,28;2,80 %;15,53 %;2,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UTC3;LVMH;25.03.2022 00:00:00;100,02;100,12;1,94 %;22,28 %;2,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UT76;K+S;25.03.2022 00:00:00;99,27;99,42;4,12 %;39,05 %;3,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USX1;HOCHTIEF;25.03.2022 00:00:00;96,70;96,90;10,47 %;2,86 %;7,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USU7;Henkel;25.03.2022 00:00:00;97,87;97,97;5,58 %;3,94 %;3,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UST9;Henkel;25.03.2022 00:00:00;98,32;98,42;3,60 %;9,94 %;2,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USN2;Hannover Rück;25.03.2022 00:00:00;101,35;101,55;1,52 %;24,76 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USG6;Fresenius;25.03.2022 00:00:00;101,05;101,15;0,96 %;26,22 %;2,05 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2USF8;Freenet;25.03.2022 00:00:00;99,99;100,09;5,75 %;10,52 %;5,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USE1;Freenet;25.03.2022 00:00:00;100,07;100,17;3,38 %;17,30 %;3,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2USA9;E.ON;25.03.2022 00:00:00;99,64;99,74;3,91 %;13,21 %;3,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2US51;Deutsche Telekom;25.03.2022 00:00:00;100,52;100,62;1,26 %;18,22 %;1,85 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2US44;Deutsche Post;25.03.2022 00:00:00;100,03;100,13;5,41 %;9,37 %;5,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2US02;Deutsche Börse;25.03.2022 00:00:00;100,02;100,12;3,53 %;15,13 %;3,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URZ8;Deutsche Börse;25.03.2022 00:00:00;100,02;100,12;1,89 %;22,51 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URW5;Deutsche Bank;25.03.2022 00:00:00;101,90;102,05;0,41 %;52,38 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URV7;Danone;25.03.2022 00:00:00;101,34;101,54;0,54 %;23,79 %;2,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URR5;Covestro;25.03.2022 00:00:00;102,01;102,21;5,29 %;16,05 %;7,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URQ7;Covestro;25.03.2022 00:00:00;101,65;101,85;3,05 %;24,12 %;4,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URP9;Covestro;25.03.2022 00:00:00;101,34;101,54;1,28 %;32,19 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2URN4;Continental;25.03.2022 00:00:00;98,60;98,80;8,81 %;6,70 %;7,60 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2URH6;Commerzbank;25.03.2022 00:00:00;100,37;100,52;2,70 %;40,09 %;3,20 %;EUR;;;ESG (nachhaltig),
