Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit,,,,,,
Deep-Express-Zertifikat plus;DE000LB2L859;EURO STOXX 50®;23.04.2027 00:00:00;997,08;1.007,15;0,25 %;51,74 %;1,00 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2L867;EURO STOXX 50®;23.04.2027 00:00:00;1.002,11;1.012,23;0,67 %;37,26 %;2,00 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2L826;Covestro;23.04.2027 00:00:00;995,90;1.016,22;2,29 %;39,00 %;4,30 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMG8;EURO STOXX 50®;23.04.2027 00:00:00;993,92;1.003,96;1,52 %;35,51 %;2,15 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LM82;Allianz;23.04.2027 00:00:00;1.006,87;1.019,10;2,21 %;32,53 %;4,50 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMP9;Volkswagen;23.04.2027 00:00:00;1.000,75;1.012,90;3,61 %;37,42 %;5,50 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMN4;Siemens;23.04.2027 00:00:00;998,14;1.010,26;1,70 %;30,63 %;3,00 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMM6;SAP;23.04.2027 00:00:00;999,24;1.011,38;1,60 %;26,04 %;3,00 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMH6;EURO STOXX 50®;23.04.2027 00:00:00;994,65;1.004,70;1,93 %;30,55 %;2,70 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMJ2;EURO STOXX 50®;23.04.2027 00:00:00;995,99;1.006,05;2,29 %;25,58 %;3,25 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMK0;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;987,92;1.002,96;1,48 %;40,14 %;2,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMF0;EURO STOXX 50®;23.04.2027 00:00:00;992,88;1.002,91;1,27 %;40,47 %;1,75 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMC7;Daimler;23.04.2027 00:00:00;1.006,53;1.018,76;2,67 %;42,66 %;5,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LML8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;989,20;1.004,26;2,49 %;30,16 %;3,30 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LME3;EURO STOXX 50®;23.04.2027 00:00:00;991,87;1.001,89;0,92 %;50,39 %;1,25 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMD5;Deutsche Post;23.04.2027 00:00:00;999,58;1.011,72;1,74 %;31,73 %;3,20 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMA1;BASF;23.04.2027 00:00:00;1.005,08;1.017,29;1,09 %;36,13 %;3,00 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LMB9;Bayer;23.04.2027 00:00:00;986,69;998,67;3,86 %;33,47 %;4,30 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2LM90;AXA;23.04.2027 00:00:00;1.015,93;1.028,27;2,68 %;39,34 %;6,00 %;EUR;;;ESG (nachhaltig),
Discount-Zertifikat;DE000LB2KZ13;EURO STOXX 50®;24.03.2023 00:00:00;26,15;26,18;1,51 %;27,42 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2KYZ5;EURO STOXX 50®;24.03.2023 00:00:00;24,44;24,46;1,07 %;32,79 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2KZ21;EURO STOXX 50®;24.03.2023 00:00:00;26,98;27,01;1,76 %;24,73 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2KZ39;EURO STOXX 50®;24.03.2023 00:00:00;27,78;27,81;2,05 %;22,04 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2KZ05;EURO STOXX 50®;24.03.2023 00:00:00;25,31;25,34;1,26 %;30,11 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPH9;DAX®;24.06.2022 00:00:00;102,01;102,11;2,15 %;25,39 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPM9;EURO STOXX 50®;24.06.2022 00:00:00;26,64;26,67;2,36 %;26,04 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPJ5;DAX®;24.06.2022 00:00:00;106,28;106,39;2,58 %;21,84 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPK3;DAX®;24.06.2022 00:00:00;110,42;110,53;3,07 %;18,29 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPN7;EURO STOXX 50®;24.06.2022 00:00:00;28,71;28,74;3,32 %;19,31 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPL1;EURO STOXX 50®;24.06.2022 00:00:00;24,45;24,47;1,65 %;32,76 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LQ05;EURO STOXX 50®;23.06.2023 00:00:00;29,71;29,74;3,22 %;13,93 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPY4;EURO STOXX 50®;23.06.2023 00:00:00;28,31;28,34;2,50 %;19,31 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPZ1;EURO STOXX 50®;23.06.2023 00:00:00;29,03;29,06;2,84 %;16,62 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LPX6;EURO STOXX 50®;23.06.2023 00:00:00;27,56;27,59;2,18 %;22,00 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LQT2;Bayer;27.12.2021 00:00:00;44,38;44,42;12,68 %;5,97 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LXS0;thyssenkrupp;25.03.2022 00:00:00;7,16;7,18;10,71 %;29,89 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LXR2;thyssenkrupp;25.03.2022 00:00:00;6,07;6,09;6,32 %;43,03 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LXQ4;Siemens;25.03.2022 00:00:00;115,16;115,28;7,91 %;4,43 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LXF7;Wacker Chemie;28.01.2022 00:00:00;75,93;76,12;5,62 %;27,63 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LXE0;Vonovia;28.01.2022 00:00:00;47,33;47,38;6,10 %;6,99 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LXD2;Vonovia;28.01.2022 00:00:00;43,93;43,97;2,58 %;16,29 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LXB6;Volkswagen;28.01.2022 00:00:00;126,72;126,85;2,73 %;26,76 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LXA8;Volkswagen;28.01.2022 00:00:00;118,47;118,59;1,31 %;32,39 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LX97;Vivendi;28.01.2022 00:00:00;22,98;23,00;0,00 %;21,64 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LX63;Vinci;28.01.2022 00:00:00;67,48;67,55;3,99 %;20,85 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LX14;UniCredit;28.01.2022 00:00:00;6,82;6,86;7,07 %;17,40 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LX06;UniCredit;28.01.2022 00:00:00;6,22;6,26;4,22 %;26,45 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWY0;Total;28.01.2022 00:00:00;26,98;27,01;2,00 %;29,19 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWZ7;Total;28.01.2022 00:00:00;29,00;29,03;3,68 %;22,75 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWQ6;Societe Generale;28.01.2022 00:00:00;12,30;12,32;1,61 %;39,53 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWR4;Societe Generale;28.01.2022 00:00:00;14,01;14,03;3,69 %;29,85 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWP8;Siemens Healthineers;28.01.2022 00:00:00;42,60;42,69;4,67 %;3,87 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LWL7;SAP;28.01.2022 00:00:00;92,65;92,74;8,64 %;4,16 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWM5;Schneider Electric;28.01.2022 00:00:00;98,12;98,22;1,99 %;20,95 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWJ1;SAP;28.01.2022 00:00:00;86,56;86,65;4,26 %;13,74 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWH5;Sanofi;28.01.2022 00:00:00;68,80;68,87;6,61 %;4,59 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LWC6;Saint-Gobain;28.01.2022 00:00:00;31,94;31,97;1,82 %;26,35 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWD4;Saint-Gobain;28.01.2022 00:00:00;34,38;34,41;3,49 %;19,56 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVD6;Morphosys;28.01.2022 00:00:00;66,35;66,48;5,84 %;18,85 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LWA0;RWE;28.01.2022 00:00:00;25,68;25,71;7,68 %;12,17 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LW80;Royal Dutch Shell;28.01.2022 00:00:00;12,98;13,00;4,24 %;20,59 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LW98;RWE;28.01.2022 00:00:00;23,67;23,69;3,77 %;21,75 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LW72;Royal Dutch Shell;28.01.2022 00:00:00;12,19;12,21;2,61 %;26,47 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LW56;Repsol;28.01.2022 00:00:00;7,02;7,06;2,96 %;31,57 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LW23;ProSiebenSat.1 Media;28.01.2022 00:00:00;12,34;12,38;5,52 %;27,44 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVZ9;Porsche;28.01.2022 00:00:00;49,35;49,45;1,22 %;28,24 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LVY2;Porsche;28.01.2022 00:00:00;46,76;46,85;0,35 %;32,55 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LVX4;Philips;28.01.2022 00:00:00;41,09;41,13;7,70 %;3,57 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LVW6;Philips;28.01.2022 00:00:00;39,59;39,63;5,20 %;9,05 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LVV8;Philips;28.01.2022 00:00:00;37,84;37,88;3,26 %;14,53 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LVT2;Orange;28.01.2022 00:00:00;8,01;8,03;3,70 %;13,67 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVS4;Orange;28.01.2022 00:00:00;7,65;7,67;1,86 %;18,87 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVQ8;OMV;28.01.2022 00:00:00;26,22;26,25;1,05 %;34,76 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVP0;Nokia;28.01.2022 00:00:00;2,71;2,74;10,48 %;10,50 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVR6;OMV;28.01.2022 00:00:00;29,23;29,26;2,78 %;26,14 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVH7;MTU Aero Engines;28.01.2022 00:00:00;155,98;156,29;6,14 %;20,63 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LVE4;Morphosys;28.01.2022 00:00:00;72,82;72,97;10,64 %;7,26 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LTL3;Deutsche Telekom;28.01.2022 00:00:00;12,69;12,71;2,51 %;13,22 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LTG3;Deutsche Post;28.01.2022 00:00:00;33,27;33,30;2,31 %;19,96 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LTH1;Deutsche Post;28.01.2022 00:00:00;34,79;34,82;3,73 %;15,25 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LTE8;Deutsche Lufthansa;28.01.2022 00:00:00;7,19;7,21;4,43 %;40,43 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LTF5;Deutsche Lufthansa;28.01.2022 00:00:00;8,39;8,41;7,74 %;28,51 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LTC2;Deutsche Börse;28.01.2022 00:00:00;114,83;114,94;4,85 %;11,44 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LTA6;Deutsche Börse;28.01.2022 00:00:00;103,36;103,46;1,64 %;22,51 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LTB4;Deutsche Börse;28.01.2022 00:00:00;111,27;111,38;3,58 %;15,13 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LT77;Deutsche Bank;28.01.2022 00:00:00;6,35;6,38;2,07 %;38,10 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LT51;Delivery Hero;28.01.2022 00:00:00;88,21;88,39;20,84 %;2,82 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LT44;Delivery Hero;28.01.2022 00:00:00;82,84;83,01;15,99 %;12,08 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LT02;DAX®;28.01.2022 00:00:00;113,34;113,45;1,50 %;18,29 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LSY8;Danone;28.01.2022 00:00:00;46,11;46,16;2,00 %;16,70 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LSW2;Daimler;28.01.2022 00:00:00;53,50;53,55;5,04 %;18,07 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LSX0;Daimler;28.01.2022 00:00:00;56,29;56,35;7,14 %;12,22 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LSU6;Daimler;28.01.2022 00:00:00;48,76;48,81;2,68 %;26,85 %;;EUR;;;Basic (nicht nachhaltig),,
Discount-Zertifikat;DE000LB2LSS0;Covestro;28.01.2022 00:00:00;49,37;49,42;5,75 %;16,05 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LSR2;Covestro;28.01.2022 00:00:00;45,75;45,80;2,88 %;24,12 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LSQ4;Covestro;28.01.2022 00:00:00;41,64;41,68;0,84 %;32,19 %;;EUR;;;ESG (nachhaltig),,
Discount-Zertifikat;DE000LB2LSL5;Continental;28.01.2022 00:00:00;86,77;86,86;3,98 %;23,66 %;;EUR;;;Basic (nicht nachhaltig),,
